Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;Kantonskürzel;E;N
Salvan;1922;0;Salvan;VS;2567710;1107767
Salvenach;1794;0;Salvenach;FR;2578042;1195756
Samedan;7503;0;Samedan;GR;2786540;1156513
Samnaun Dorf;7563;0;Samnaun;GR;2822491;1203042
Samnaun-Compatsch;7562;0;Samnaun;GR;2825358;1205384
Samstagern;8833;0;Richterswil;ZH;2694226;1227428
Sangernboden;1738;0;Guggisberg;BE;2593431;1173673
Sargans;7320;0;Sargans;SG;2752746;1212966
Sarmenstorf;5614;0;Sarmenstorf;AG;2660791;1240315
Sarn;7423;0;Cazis;GR;2750479;1176066
Sarnen;6060;0;Sarnen;OW;2661797;1193924
Sarreyer;1948;2;Bagnes;VS;2585652;1101325
Sarzens;1683;3;Sarzens;VD;2554973;1170286
Sassel;1534;0;Valbroye;VD;2554727;1179937
Sassel;1534;0;Valbroye;VD;2555629;1180838
Satigny;1242;0;Satigny;GE;2491416;1119507
Sattel;6417;0;Sattel;SZ;2690804;1215470
Saubraz;1189;0;Saubraz;VD;2514946;1152042
Saulcy;2873;0;Saulcy;JU;2578489;1239080
Saules;2063;4;Val-de-Ruz;NE;2562028;1209826
Saules BE;2732;3;Saules (BE);BE;2583584;1232782
Savagnier;2065;0;Val-de-Ruz;NE;2563127;1210819
Savigny;1073;0;Savigny;VD;2545873;1154277
Savognin;7460;0;Savognin;GR;2765807;1162771
Savosa;6942;0;Savosa;TI;2716661;1097493
Sax;9468;0;Sennwald;SG;2752870;1233015
Saxeten;3813;0;Saxeten;BE;2630042;1165106
Saxon;1907;0;Saxon;VS;2580073;1110460
Saxonne (Ayent);1966;5;Ayent;VS;2597435;1125523
Says;7202;0;Trimmis;GR;2763186;1197065
Scareglia;6951;17;Lugano;TI;2723537;1105573
Schaan;9494;0;;;2756734;1226748
Schaanwald;9486;0;;;2760824;1231314
Schachen LU;6105;0;Werthenstein;LU;2653294;1209697
Schachen b. Herisau;9112;0;Herisau;AR;2735904;1249429
Schachen b. Reute;9414;0;Reute (AR);AR;2760335;1254890
Schaffhausen;8208;0;Schaffhausen;SH;2689824;1285260
Schaffhausen;8207;0;Schaffhausen;SH;2691320;1286787
Schaffhausen;8203;0;Schaffhausen;SH;2691767;1283901
Schaffhausen;8200;0;Schaffhausen;SH;2689166;1284073
Schafhausen im Emmental;3415;2;Hasle bei Burgdorf;BE;2616426;1204804
Schafisheim;5503;0;Schafisheim;AG;2653402;1247475
Schalunen;3314;0;Fraubrunnen;BE;2606653;1217723
Schangnau;6197;0;Schangnau;BE;2632438;1186430
Scharans;7412;0;Scharans;GR;2754890;1176014
Scharnachtal;3722;0;Reichenbach im Kandertal;BE;2620214;1162607
Schattdorf;6467;0;Schattdorf;UR;2693040;1191049
Schattenhalb;3860;3;Schattenhalb;BE;2657483;1173141
Scheid;7419;0;Tomils;GR;2753673;1182734
Schellenberg;9488;0;;;2759966;1233616
Schelten;2827;2;Schelten;BE;2608514;1242354
Schenkon;6214;0;Schenkon;LU;2652831;1224933
Scherz;5246;0;Scherz;AG;2656232;1255388
Scherzingen;8596;0;Münsterlingen;TG;2734116;1277227
Scheunen;3305;2;Jegenstorf;BE;2601219;1213232
Scheuren;2556;0;Scheuren;BE;2591068;1220421
Schiers;7220;0;Schiers;GR;2777310;1207552
Schiers;7220;0;Schiers;GR;2770720;1204520
Schindellegi;8834;0;Feusisberg;SZ;2696582;1225607
Schinznach Bad;5116;0;Schinznach-Bad;AG;2655057;1256151
Schinznach Dorf;5107;0;Schinznach;AG;2652883;1255645
Schlans;7168;0;Trun;GR;2720437;1179210
Schlatt TG;8252;0;Schlatt (TG);TG;2694481;1279718
Schlatt b. Winterthur;8418;0;Schlatt (ZH);ZH;2704764;1258248
Schlattingen;8255;0;Basadingen-Schlattingen;TG;2700392;1280019
Schleinikon;8165;3;Schleinikon;ZH;2671946;1261033
Schleitheim;8226;0;Schleitheim;SH;2678740;1289310
Schlierbach;6231;0;Schlierbach;LU;2650844;1230781
Schlieren;8952;0;Schlieren;ZH;2676447;1249669
Schliern b. Köniz;3098;1;Köniz;BE;2598285;1195348
Schlossrued;5044;0;Schlossrued;AG;2649346;1238064
Schlosswil;3082;0;Schlosswil;BE;2613185;1195301
Schluein;7151;0;Schluein;GR;2736727;1183334
Schmerikon;8716;0;Schmerikon;SG;2713835;1231563
Schmidigen-Mühleweg;3464;0;Walterswil (BE);BE;2623157;1216015
Schmidrüti;8495;0;Turbenthal;ZH;2710526;1252517
Schmidshof;9565;4;Bussnang;TG;2721705;1267230
Schmiedrued;5046;1;Schmiedrued;AG;2650697;1235780
Schmitten (Albula);7493;0;Schmitten (GR);GR;2771235;1173050
Schmitten FR;3185;0;Schmitten (FR);FR;2585959;1189203
Schnaus;7130;2;Ilanz/Glion;GR;2733028;1182135
Schnaus;7130;2;Ilanz/Glion;GR;2732962;1187183
Schneisingen;5425;0;Schneisingen;AG;2669894;1263700
Schnottwil;3253;0;Schnottwil;SO;2596849;1217862
Schocherswil;8581;0;Amriswil;TG;2737604;1266738
Schongau;6288;0;Schongau;LU;2663030;1235467
Schuders;7228;0;Schiers;GR;2774817;1207170
Schupfart;4325;0;Schupfart;AG;2639463;1262646
Schwaderloch;5326;0;Schwaderloch;AG;2653202;1270596
Schwadernau;2556;2;Schwadernau;BE;2590071;1219654
Schwanden (Sigriswil);3657;0;Sigriswil;BE;2621372;1176375
Schwanden GL;8762;0;Glarus Süd;GL;2723868;1206515
Schwanden b. Brienz;3855;41;Schwanden bei Brienz;BE;2647343;1178641
Schwanden im Emmental;3433;0;Rüderswil;BE;2619463;1203868
Schwarzenbach (Huttwil);4953;0;Huttwil;BE;2629811;1217412
Schwarzenbach LU;6215;2;Beromünster;LU;2658604;1231727
Schwarzenbach SG;9536;0;Jonschwil;SG;2723196;1255735
Schwarzenberg LU;6103;0;Schwarzenberg;LU;2655541;1207399
Schwarzenburg;3150;0;Schwarzenburg;BE;2592180;1185526
Schwarzenegg;3616;0;Unterlangenegg;BE;2621082;1182884
Schwarzhäusern;4911;0;Schwarzhäusern;BE;2625085;1233853
Schwarzsee;1716;3;Plaffeien;FR;2588417;1169051
Schweizersholz;9223;0;Bischofszell;TG;2732417;1262817
Schwellbrunn;9103;0;Schwellbrunn;AR;2736713;1246229
Schwende;9057;2;Schwende;AI;2750912;1240665
Schwenden im Diemtigtal;3757;0;Diemtigen;BE;2603714;1158205
Schwendi im Weisstannental;7325;0;Mels;SG;2746234;1208309
Schwendibach;3624;2;Schwendibach;BE;2617054;1179885
Schwerzenbach;8603;0;Schwerzenbach;ZH;2691922;1248438
Schwyz;6430;0;Schwyz;SZ;2692371;1208527
Schwändi b. Schwanden;8762;2;Glarus Süd;GL;2723750;1207561
Schänis;8718;0;Schänis;SG;2721465;1224310
Schöfflisdorf;8165;0;Schöfflisdorf;ZH;2673901;1261298
Schöftland;5040;0;Schöftland;AG;2645862;1239490
Schönenbaumgarten;8585;7;Langrickenbach;TG;2734642;1275210
Schönenberg ZH;8824;0;Schönenberg (ZH);ZH;2691664;1227719
Schönenberg an der Thur;9215;0;Kradolf-Schönenberg;TG;2732127;1264760
Schönenbuch;4124;0;Schönenbuch;BL;2605065;1264903
Schönengrund;9105;0;Schönengrund;AR;2735289;1243371
Schönenwerd;5012;0;Schönenwerd;SO;2643226;1246680
Schönholzerswilen;8577;0;Schönholzerswilen;TG;2727831;1264350
Schönried;3778;0;Saanen;BE;2588668;1150327
Schötz;6247;0;Schötz;LU;2641462;1224753
Schübelbach;8862;0;Schübelbach;SZ;2712564;1225768
Schüpbach;3535;0;Signau;BE;2623011;1197587
Schüpfen;3054;0;Schüpfen;BE;2595739;1209810
Schüpfheim;6170;0;Schüpfheim;LU;2644346;1200170
Scudellate;6838;3;Breggia;TI;2724144;1086819
Scuol;7550;0;Scuol;GR;2818758;1186521
Sedrun;7188;0;Tujetsch;GR;2702731;1170718
Seeberg;3365;2;Seeberg;BE;2617119;1222838
Seedorf BE;3267;0;Seedorf (BE);BE;2590230;1209145
Seedorf UR;6462;0;Seedorf (UR);UR;2689325;1193212
Seehof;2747;2;Seehof;BE;2606529;1239313
Seelisberg;6377;0;Seelisberg;UR;2687278;1203147
Seengen;5707;0;Seengen;AG;2657652;1242363
Seewen SO;4206;0;Seewen;SO;2616406;1253615
Seewen SZ;6423;0;Schwyz;SZ;2690592;1209616
Seewil;3256;3;Rapperswil (BE);BE;2597773;1210589
Seewis Dorf;7212;0;Seewis im Prättigau;GR;2766970;1206646
Seewis-Pardisla;7212;1;Seewis im Prättigau;GR;2766851;1205274
Seewis-Schmitten;7212;2;Seewis im Prättigau;GR;2767519;1205605
Seftigen;3662;0;Seftigen;BE;2608031;1181946
Segnas;7186;0;Disentis/Mustér;GR;2706241;1172320
Seigneux;1525;2;Valbroye;VD;2557184;1175365
Seiry;1470;3;Lully (FR);FR;2553705;1184727
Seleute;2888;0;Clos du Doubs;JU;2575284;1246188
Selkingen;3989;3;Grafschaft;VS;2659335;1145003
Selma;6545;0;Selma;GR;2729916;1131199
Seltisberg;4411;0;Seltisberg;BL;2620710;1256689
Selzach;2545;0;Selzach;SO;2601726;1228184
Sembrancher;1933;0;Sembrancher;VS;2577711;1103007
Sementina;6514;0;Sementina;TI;2719736;1115798
Semione;6714;0;Serravalle;TI;2717880;1140746
Sempach;6204;0;Sempach;LU;2657689;1220504
Sempach Station;6203;0;Neuenkirch;LU;2657252;1218456
Semsales;1623;0;Semsales;FR;2560831;1158084
Senarclens;1304;4;Senarclens;VD;2527237;1161501
Sennhof (Winterthur);8482;0;Winterthur;ZH;2699466;1258434
Sennwald;9466;0;Sennwald;SG;2756585;1237032
Sent;7554;0;Sent;GR;2821673;1189226
Senèdes;1724;6;Senèdes;FR;2577379;1176843
Seon;5703;0;Seon;AG;2654806;1244614
Sergey;1355;2;Sergey;VD;2528258;1178158
Serneus;7249;0;Klosters-Serneus;GR;2783001;1196086
Serpiano;6867;0;Brusino Arsizio;TI;2715637;1085567
Servion;1077;0;Servion;VD;2549922;1158743
Seseglio;6832;1;Chiasso;TI;2721268;1076193
Sessa;6997;0;Sessa;TI;2706920;1095273
Seuzach;8472;0;Seuzach;ZH;2696715;1265891
Sevelen;9475;0;Sevelen;SG;2755040;1221742
Sevgein;7127;0;Ilanz/Glion;GR;2735960;1180891
Sfazù;7742;2;Poschiavo;GR;2803223;1140939
Siat;7157;0;Ilanz/Glion;GR;2731780;1183479
Siblingen;8225;0;Siblingen;SH;2680897;1285659
Siebnen;8854;0;Schübelbach;SZ;2711254;1226239
Siegershausen;8573;0;Kemmental;TG;2730314;1274817
Sierre;3960;0;Anniviers;VS;2609669;1123201
Sierre;3960;0;Sierre;VS;2607537;1126918
Siggenthal Station;5301;0;Untersiggenthal;AG;2660210;1263026
Sigigen;6019;0;Ruswil;LU;2652907;1212929
Sigirino;6806;0;Monteceneri;TI;2714167;1104370
Siglistorf;5462;0;Siglistorf;AG;2671197;1266452
Signau;3534;0;Signau;BE;2621506;1196620
Signy;1274;1;Signy-Avenex;VD;2504889;1138492
Signèse (Ayent);1966;11;Ayent;VS;2597105;1122892
Signôra;6951;23;Lugano;TI;2724353;1105814
Sigriswil;3655;0;Sigriswil;BE;2621519;1174099
Sihlbrugg;6340;4;Neuheim;ZG;2686343;1230147
Sihlbrugg Station;8135;2;Horgen;ZH;2686015;1233042
Sihlwald;8135;3;Horgen;ZH;2684566;1235791
Silenen;6473;0;Silenen;UR;2693991;1182858
Sils im Domleschg;7411;0;Sils im Domleschg;GR;2754363;1174191
Sils/Segl Baselgia;7515;0;Sils im Engadin/Segl;GR;2778013;1144953
Sils/Segl Maria;7514;0;Sils im Engadin/Segl;GR;2778901;1144702
Silvaplana;7513;0;Silvaplana;GR;2780837;1148301
Silvaplana-Surlej;7513;2;Silvaplana;GR;2782452;1148107
Simplon Dorf;3907;0;Simplon;VS;2647362;1116108
Sins;5643;0;Sins;AG;2668681;1226663
Sins;5643;0;Sins;AG;2672469;1227666
Sion;1950;0;Sion;VS;2593681;1119792
Sirnach;8370;0;Sirnach;TG;2717869;1257701
Siselen BE;2577;0;Siselen;BE;2580970;1208947
Sisikon;6452;0;Sisikon;UR;2690207;1200346
Sissach;4450;0;Sissach;BL;2628447;1257843
Sisseln AG;4334;0;Sisseln;AG;2641154;1266970
Sitterdorf;8589;0;Zihlschlacht-Sitterdorf;TG;2736114;1263276
Siviez (Nendaz);1997;1;Nendaz;VS;2590760;1109274
Siviriez;1678;0;Siviriez;FR;2557248;1167554
Soazza;6562;0;Soazza;GR;2736871;1136515
Sobrio;6749;0;Sobrio;TI;2712510;1139783
Soglio;7610;0;Bregaglia;GR;2761791;1134552
Solduno;6600;4;Locarno;TI;2703489;1114169
Solothurn;4500;0;Solothurn;SO;2606859;1228396
Somazzo;6872;1;Mendrisio;TI;2720669;1081961
Someo;6674;0;Maggia;TI;2694349;1126955
Sommentier;1688;0;Vuisternens-devant-Romont;FR;2559692;1165368
Sommeri;8580;3;Sommeri;TG;2739054;1270532
Sonceboz-Sombeval;2605;0;Sonceboz-Sombeval;BE;2579535;1227161
Sonnental;9245;2;Oberbüren;SG;2728243;1257779
Sonogno;6637;0;Sonogno;TI;2703724;1134050
Sonterswil;8564;3;Wäldi;TG;2723495;1275678
Sonvico;6968;0;Lugano;TI;2720167;1102128
Sonvilier;2615;0;Sonvilier;BE;2564020;1221109
Sool;8762;3;Glarus Süd;GL;2725628;1206741
Soral;1286;0;Soral;GE;2492169;1111328
Sorengo;6924;0;Sorengo;TI;2715864;1095373
Sorens;1642;0;Sorens;FR;2571046;1168702
Sornard (Nendaz);1997;2;Nendaz;VS;2589538;1115263
Sornetan;2716;0;Sornetan;BE;2582999;1235931
Sorvilier;2736;0;Sorvilier;BE;2590140;1231849
Sottens;1062;0;Jorat-Menthue;VD;2546684;1167376
Soubey;2887;0;Soubey;JU;2570500;1239927
Souboz;2748;0;Souboz;BE;2585308;1236022
Soulce;2864;0;Haute-Sorne;JU;2587127;1239088
Soyhières;2805;0;Soyhières;JU;2595028;1249016
Speicher;9042;0;Speicher;AR;2751020;1252994
Speicherschwendi;9037;0;Speicher;AR;2751093;1254826
Spiegel b. Bern;3095;0;Köniz;BE;2599714;1197070
Spiez;3700;0;Spiez;BE;2617885;1170794
Spiringen;6464;0;Spiringen;UR;2698327;1191906
Splügen;7435;0;Splügen;GR;2744196;1157520
Spreitenbach;8957;0;Spreitenbach;AG;2669366;1252387
Spruga;6663;2;Onsernone;TI;2687144;1117201
St-Aubin FR;1566;0;Saint-Aubin (FR);FR;2565073;1193326
St-Aubin-Sauges;2024;0;Saint-Aubin-Sauges;NE;2549323;1194044
St-Barthélemy VD;1040;3;Saint-Barthélemy (VD);VD;2535379;1165105
St-Blaise;2072;0;Saint-Blaise;NE;2565650;1207030
St-Brais;2364;0;Saint-Brais;JU;2575335;1239401
St-Cergue;1264;0;Saint-Cergue;VD;2501661;1144871
St-Cierges;1410;5;Montanaire;VD;2545978;1171151
St-George;1188;2;Saint-George;VD;2509743;1152167
St-Germain (Savièse);1965;4;Savièse;VS;2593124;1122203
St-Gingolph;1898;0;Saint-Gingolph;VS;2551186;1138112
St-Imier;2610;0;Saint-Imier;BE;2566485;1222497
St-Jean VS;3961;41;Anniviers;VS;2610920;1116294
St-Livres;1176;0;Saint-Livres;VD;2519259;1151215
St-Luc;3961;22;Anniviers;VS;2612311;1119000
St-Légier-La Chiésaz;1806;0;Saint-Légier-La Chiésaz;VD;2557399;1146822
St-Léonard;1958;0;Saint-Léonard;VS;2598544;1122718
St-Martin FR;1609;0;Saint-Martin (FR);FR;2556363;1158450
St-Martin VS;1969;0;Saint-Martin (VS);VS;2600444;1113660
St-Maurice;1890;0;Saint-Maurice;VS;2566388;1118528
St-Oyens;1187;0;Saint-Oyens;VD;2513291;1150348
St-Pierre-de-Clages;1955;5;Chamoson;VS;2584749;1115669
St-Prex;1162;0;Saint-Prex;VD;2524715;1148250
St-Romain (Ayent);1966;4;Ayent;VS;2597987;1125754
St-Saphorin (Lavaux);1071;2;Saint-Saphorin (Lavaux);VD;2550651;1147101
St-Saphorin-sur-Morges;1113;0;Echichens;VD;2527052;1155364
St-Sulpice NE;2123;0;Val-de-Travers;NE;2533227;1195928
St-Sulpice VD;1025;0;Saint-Sulpice (VD);VD;2532560;1151237
St-Séverin;1975;0;Conthey;VS;2589525;1120818
St-Triphon;1867;2;Ollon;VD;2564539;1126912
St-Ursanne;2882;0;Clos du Doubs;JU;2578468;1246020
St-Ursanne;2882;0;Saint-Brais;JU;2575299;1241132
St. Antoni;1713;0;St. Antoni;FR;2586746;1185507
St. Antönien;7246;0;St. Antönien;GR;2780929;1204949
St. Erhard;6212;0;Knutwil;LU;2648175;1225942
St. Gallen;9010;0;St. Gallen;SG;2745797;1256400
St. Gallen;9015;0;St. Gallen;SG;2741190;1252213
St. Gallen;9000;0;St. Gallen;SG;2745132;1254315
St. Gallen;9012;0;St. Gallen;SG;2745128;1252831
St. Gallen;9016;0;St. Gallen;SG;2748993;1256398
St. Gallen;9014;0;St. Gallen;SG;2743159;1252655
St. Gallen;9011;0;St. Gallen;SG;2746489;1254197
St. Gallen;9008;0;St. Gallen;SG;2747312;1256390
St. Gallenkappel;8735;0;Eschenbach (SG);SG;2716048;1234123
St. German;3942;3;Raron;VS;2629431;1128964
St. Josefen;9030;3;Gaiserwald;SG;2743385;1254608
St. Margarethen TG;9543;0;Münchwilen (TG);TG;2717810;1261299
St. Margrethen SG;9430;0;St. Margrethen;SG;2764927;1258205
St. Margrethenberg;7313;0;Pfäfers;SG;2757743;1204707
St. Martin (Lugnez);7116;2;St. Martin;GR;2733512;1170646
St. Moritz;7500;0;St. Moritz;GR;2783662;1151984
St. Niklaus VS;3924;0;St. Niklaus;VS;2628143;1114095
St. Niklausen LU;6005;2;Horw;LU;2668558;1207980
St. Niklausen OW;6066;0;Kerns;OW;2664390;1191837
St. Pantaleon;4421;0;Nuglar-St. Pantaleon;SO;2618826;1256483
St. Pelagiberg;9225;1;Hauptwil-Gottshaus;TG;2740454;1261489
St. Peter;7028;0;Arosa;GR;2768551;1189425
St. Peterzell;9127;0;Neckertal;SG;2731312;1242283
St. Silvester;1736;0;St. Silvester;FR;2583597;1176830
St. Stephan;3772;0;St. Stephan;BE;2597058;1150468
St. Urban;4915;0;Pfaffnau;LU;2630821;1231112
St. Ursen;1717;0;St. Ursen;FR;2583089;1182079
Sta. Maria Val Müstair;7536;0;Val Müstair;GR;2828599;1165466
Sta. Maria in Calanca;6541;0;Santa Maria in Calanca;GR;2731563;1125162
Staad SG;9422;0;Thal;SG;2758540;1260993
Stabio;6855;0;Stabio;TI;2716577;1078851
Stachen;9320;3;Arbon;TG;2748652;1263373
Stadel (Winterthur);8404;3;Winterthur;ZH;2699840;1265799
Stadel b. Niederglatt;8174;0;Stadel;ZH;2677764;1264796
Staffelbach;5053;0;Staffelbach;AG;2645935;1237378
Stalden (Sarnen);6063;0;Sarnen;OW;2658684;1193206
Stalden VS;3922;0;Stalden (VS);VS;2633169;1120377
Staldenried;3933;0;Staldenried;VS;2634641;1119867
Stallikon;8143;0;Stallikon;ZH;2679728;1242011
Stampa;7605;0;Bregaglia;GR;2765505;1134776
Stans;6370;0;Stans;NW;2670101;1201173
Stansstad;6362;0;Stansstad;NW;2668551;1203229
Starrkirch-Wil;4656;0;Starrkirch-Wil;SO;2637063;1244320
Staufen;5603;0;Staufen;AG;2654596;1248153
Ste-Croix;1450;0;Sainte-Croix;VD;2528604;1186215
Stechelberg;3824;0;Lauterbrunnen;BE;2635507;1155302
Steckborn;8266;0;Steckborn;TG;2716022;1280709
Steffisburg;3613;0;Steffisburg;BE;2613435;1179999
Steffisburg;3612;0;Steffisburg;BE;2614226;1180702
Steg VS;3940;0;Steg-Hohtenn;VS;2624129;1129030
Steg im Tösstal;8496;0;Fischenthal;ZH;2712851;1245858
Stehrenberg;9503;0;Bussnang;TG;2724344;1264931
Stein AG;4332;0;Stein (AG);AG;2638943;1266354
Stein AR;9063;0;Stein (AR);AR;2744069;1248835
Stein SG;9655;0;Nesslau;SG;2735722;1229192
Stein am Rhein;8260;0;Stein am Rhein;SH;2707198;1280059
Steinach;9323;0;Steinach;SG;2750792;1263243
Steinebrunn;9314;0;Egnach;TG;2743614;1266757
Steinen;6422;0;Steinen;SZ;2689148;1211361
Steinerberg;6416;0;Steinerberg;SZ;2687069;1212239
Steinhaus;3995;4;Ernen;VS;2661480;1140535
Steinhaus;3995;4;Ernen;VS;2656886;1141351
Steinhausen;6312;0;Steinhausen;ZG;2679692;1228074
Steinhof SO;4556;4;Aeschi (SO);SO;2618783;1223161
Steinhuserberg;6114;0;Wolhusen;LU;2646188;1210392
Steinmaur;8162;0;Steinmaur;ZH;2676530;1260899
Stels;7226;0;Schiers;GR;2779410;1209283
Stels;7226;0;Schiers;GR;2773407;1204183
Sternenberg;8499;0;Sternenberg;ZH;2711545;1249491
Stetten AG;5608;0;Stetten (AG);AG;2665165;1250451
Stetten SH;8234;0;Stetten (SH);SH;2691419;1288447
Stettfurt;9507;0;Stettfurt;TG;2714614;1264922
Stettlen;3066;0;Bolligen;BE;2606819;1201418
Stierva;7459;0;Stierva;GR;2760716;1170307
Stilli;5233;0;Villigen;AG;2659721;1263162
Stoos SZ;6433;0;Morschach;SZ;2693269;1203993
Strada;7558;0;Valsot;GR;2828411;1194678
Strengelbach;4802;0;Strengelbach;AG;2636430;1236814
Studen BE;2557;0;Studen (BE);BE;2589724;1218015
Studen SZ;8845;0;Unteriberg;SZ;2705955;1214538
Stugl/Stuls;7482;2;Bergün/Bravuogn;GR;2775606;1169096
Stäfa;8712;0;Stäfa;ZH;2697854;1232808
Stüsslingen;4655;0;Stüsslingen;SO;2640440;1249410
Suberg;3262;0;Grossaffoltern;BE;2592159;1212297
Subingen;4553;0;Subingen;SO;2613954;1227317
Suchy;1433;0;Suchy;VD;2535810;1174929
Suen (St-Martin);1969;4;Saint-Martin (VS);VS;2600099;1114479
Sufers;7434;0;Sufers;GR;2747819;1159696
Sugiez;1786;0;Bas-Vully;FR;2575201;1201253
Sugnens;1043;0;Montilliez;VD;2541235;1167423
Suhr;5034;0;Suhr;AG;2648929;1247180
Sulgen;8583;0;Sulgen;TG;2731209;1267103
Sullens;1036;0;Sullens;VD;2533209;1160709
Sulz AG;5085;0;Laufenburg;AG;2649140;1265166
Sulz LU;6284;2;Hitzkirch;LU;2664404;1230257
Sulzbach;8614;2;Uster;ZH;2698874;1242834
Sumiswald;3454;0;Sumiswald;BE;2623485;1208943
Summaprada;7421;0;Cazis;GR;2752627;1175660
Sumvitg;7175;0;Sumvitg;GR;2714616;1176128
Sundlauenen;3800;5;Beatenberg;BE;2627315;1170550
Sur;7456;0;Sur;GR;2768429;1154738
Surava;7472;0;Surava;GR;2766489;1170415
Surcasti;7115;0;Lumnezia;GR;2732857;1173120
Surcuolm;7138;0;Mundaun;GR;2730497;1180025
Surin;7148;2;Lumnezia;GR;2728560;1169630
Surpierre;1528;0;Surpierre;FR;2555883;1177251
Surrein;7173;0;Sumvitg;GR;2715590;1175602
Sursee;6210;0;Sursee;LU;2650852;1224923
Susch;7542;0;Susch;GR;2801433;1181140
Suscévaz;1437;0;Suscévaz;VD;2534253;1179589
Susten;3952;0;Leuk;VS;2616144;1128537
Sutz;2572;0;Sutz-Lattrigen;BE;2583169;1217023
Syens;1510;2;Syens;VD;2549481;1166301
Sâles (Gruyère);1625;0;Sâles;FR;2564355;1165036
Säriswil;3049;0;Wohlen bei Bern;BE;2592129;1204382
Sédeilles;1554;0;Villarzel;VD;2561353;1177703
Sévaz;1541;3;Sévaz;FR;2557041;1187693
Sévery;1141;0;Sévery;VD;2523296;1158781
Sörenberg;6174;0;Flühli;LU;2645300;1185974
Süderen;3618;0;Röthenbach im Emmental;BE;2624455;1185288
Sünikon;8162;1;Steinmaur;ZH;2674934;1260444
Tafers;1712;0;Tafers;FR;2583048;1185211
Tagelswangen;8317;0;Lindau;ZH;2692797;1253756
Tamins;7015;0;Tamins;GR;2750478;1188659
Tann;8632;0;Dürnten;ZH;2706634;1235909
Tannay;1295;2;Tannay;VD;2502752;1129385
Tarasp;7553;0;Tarasp;GR;2815793;1184394
Tartar;7422;0;Cazis;GR;2751468;1176158
Tartegnin;1180;2;Tartegnin;VD;2513697;1146736
Tatroz;1617;2;Attalens;FR;2556297;1152922
Tavanasa;7162;0;Breil/Brigels;GR;2724247;1179511
Tavannes;2710;0;Tavannes;BE;2581728;1230091
Taverne;6807;0;Torricella-Taverne;TI;2715584;1102916
Tecknau;4492;0;Tecknau;BL;2633377;1255463
Tegerfelden;5306;0;Tegerfelden;AG;2663739;1267863
Tegna;6652;0;Terre di Pedemonte;TI;2700807;1115804
Tenero;6598;0;Tenero-Contra;TI;2708956;1115320
Tenna;7106;0;Safiental;GR;2744986;1179117
Tenniken;4456;0;Tenniken;BL;2628498;1254038
Tennwil;5617;0;Meisterschwanden;AG;2659153;1239835
Tentlingen;1734;0;Tentlingen;FR;2581781;1179901
Termen;3912;0;Termen;VS;2645085;1131098
Termine;6998;0;Monteggio;TI;2704950;1095081
Territet;1820;5;Montreux;VD;2560375;1141847
Tersnaus;7116;0;Lumnezia;GR;2733749;1172710
Tesserete;6950;0;Capriasca;TI;2718362;1103290
Teufen AR;9053;0;Teufen (AR);AR;2747676;1250694
Teufen ZH;8428;0;Freienstein-Teufen;ZH;2685182;1267330
Teufenthal AG;5723;0;Teufenthal (AG);AG;2651945;1242143
Teuffenthal b. Thun;3623;0;Teuffenthal (BE);BE;2620812;1179550
Thal;9425;0;Thal;SG;2760638;1259320
Thalheim AG;5112;0;Thalheim (AG);AG;2650105;1254122
Thalheim an der Thur;8478;0;Thalheim an der Thur;ZH;2698659;1270641
Thalkirch;7109;0;Safiental;GR;2741018;1167019
Thalwil;8800;0;Thalwil;ZH;2685438;1238406
Thayngen;8240;0;Thayngen;SH;2695434;1289314
Theilingen;8484;3;Weisslingen;ZH;2700381;1252860
Therwil;4106;0;Therwil;BL;2608231;1260643
Thielle;2075;1;La Tène;NE;2568908;1207873
Thierachern;3634;0;Thierachern;BE;2610519;1177824
Thierrens;1410;0;Montanaire;VD;2547811;1172652
Thun;3603;0;Thun;BE;2612338;1178997
Thun;3604;0;Thun;BE;2613914;1176609
Thun;3600;0;Thun;BE;2614716;1178635
Thun;3608;0;Thun;BE;2612244;1176539
Thundorf;8512;0;Thundorf;TG;2715126;1267202
Thunersee;9999;1;Thunersee;BE;2621181;1170794
Thunstetten;4922;2;Thunstetten;BE;2623714;1227887
Thusis;7430;0;Thusis;GR;2753262;1174792
Thyon;1988;1;Vex;VS;2595092;1113835
Thônex;1226;0;Thônex;GE;2504268;1115959
Thônex;1226;0;Thônex;GE;2503197;1115533
Thörigen;3367;0;Thörigen;BE;2622066;1224929
Thörishaus;3174;0;Köniz;BE;2593581;1193637
Thürnen;4441;0;Thürnen;BL;2629352;1256072
Tiefencastel;7450;0;Tiefencastel;GR;2763318;1170080
Tinizong;7453;0;Tinizong-Rona;GR;2767131;1161470
Titterten;4425;0;Titterten;BL;2621204;1250380
Tobel;9555;0;Tobel-Tägerschen;TG;2720226;1264212
Toffen;3125;0;Toffen;BE;2604132;1189710
Tolochenaz;1131;0;Tolochenaz;VD;2525949;1150968
Torgon;1899;0;Vionnaz;VS;2556871;1129463
Torny-le-Grand;1748;0;Torny;FR;2564093;1180047
Torre;6717;1;Blenio;TI;2716339;1149561
Torricella;6808;0;Torricella-Taverne;TI;2714510;1102682
Trachselwald;3456;0;Trachselwald;BE;2623163;1207377
Trachslau;8840;2;Einsiedeln;SZ;2697685;1217110
Tramelan;2720;0;Tramelan;BE;2574138;1230301
